"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
5844,INVERSE PROBLEMS,"7,268",1.858,0.010300
5844,JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,"5,946",1.858,0.003990
5844,POLYMER BULLETIN,"5,341",1.858,0.004160
5844,REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,"1,593",1.858,0.002050
5848,COMPUTER SPEECH AND LANGUAGE,"1,437",1.857,0.002080
5848,WEED RESEARCH,"3,026",1.857,0.001870
5850,CLEVELAND CLINIC JOURNAL OF MEDICINE,"1,648",1.855,0.001440
5850,CONSCIOUSNESS AND COGNITION,"5,660",1.855,0.008610
5850,DEVELOPMENTAL PSYCHOBIOLOGY,"4,406",1.855,0.005600
5850,JOURNAL OF VASCULAR RESEARCH,"1,655",1.855,0.001770
5850,Journal of Business Economics and Management,892,1.855,0.000830
5850,Journal of Environmental Planning and Management,"2,809",1.855,0.003090
5850,Journal of Hydrodynamics,"1,900",1.855,0.002330
5850,PHILOSOPHICAL MAGAZINE,"14,052",1.855,0.008160
5858,AIDS EDUCATION AND PREVENTION,"1,758",1.854,0.002330
5858,Iranian Journal of Basic Medical Sciences,"2,057",1.854,0.003520
5858,WETLANDS,"4,473",1.854,0.004090
5861,EARLY HUMAN DEVELOPMENT,"6,167",1.853,0.007990
5862,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,"5,712",1.852,0.005660
5862,Forest Ecosystems,303,1.852,0.000820
5862,INTERNATIONAL JOURNAL OF NEUROSCIENCE,"3,479",1.852,0.003860
5865,Cluster Computing-The Journal of Networks Software Tools and Applications,"2,099",1.851,0.003110
5865,Molecular Medicine Reports,"15,450",1.851,0.033140
5867,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,"5,233",1.850,0.003970
5867,Democratization,"1,632",1.850,0.003890
5867,INFORMS JOURNAL ON COMPUTING,"1,895",1.850,0.004080
5867,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,"8,165",1.850,0.013590
5867,Photogrammetrie Fernerkundung Geoinformation,284,1.850,0.000330
5872,SURFACE SCIENCE,"21,180",1.849,0.007950
5873,Local Environment,"2,331",1.848,0.003120
5873,Local Environment,"2,331",1.848,0.003120
5875,Frontiers of Medicine,903,1.847,0.002190
5875,JOURNAL OF CHEMOMETRICS,"3,900",1.847,0.002200
5875,Journal of Contemporary Brachytherapy,628,1.847,0.001300
5875,STATISTICS IN MEDICINE,"24,925",1.847,0.034040
5879,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,"1,760",1.846,0.002770
5879,HEALTH COMMUNICATION,"3,135",1.846,0.005480
5879,JOURNAL OF FIELD ORNITHOLOGY,"1,620",1.846,0.001230
5879,Petroleum Science,921,1.846,0.001490
5879,Radiology and Oncology,824,1.846,0.001620
5879,VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,"6,232",1.846,0.004760
5885,BIOPOLYMERS,"9,627",1.845,0.005690
5885,International Journal of Applied Glass Science,813,1.845,0.001500
5885,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,"1,057",1.845,0.001370
5885,Molecular Genetics and Metabolism Reports,507,1.845,0.001650
5889,ARTHROPOD STRUCTURE & DEVELOPMENT,"1,301",1.843,0.001900
5889,Evaluation,"1,036",1.843,0.000910
5891,Applied Developmental Science,"1,224",1.841,0.000900
5891,Assessing Writing,514,1.841,0.000780
5891,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,921,1.841,0.000720
5891,CURRENT ORGANIC SYNTHESIS,"1,090",1.841,0.001250
5891,EUROPEAN JOURNAL OF ORTHODONTICS,"4,305",1.841,0.003630
5896,ANDROLOGIA,"3,040",1.840,0.003660
5896,COMPTES RENDUS GEOSCIENCE,"2,517",1.840,0.001780
5896,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,"2,258",1.840,0.000630
5896,HEART & LUNG,"2,445",1.840,0.003060
5896,ISPRS International Journal of Geo-Information,"2,196",1.840,0.003540
5896,Journal of Bridge Engineering,"3,311",1.840,0.005240
5896,Psychology Research and Behavior Management,517,1.840,0.001230
5903,JOURNAL OF HEALTH POLITICS POLICY AND LAW,"1,085",1.839,0.002250
5903,JOURNAL OF HEALTH POLITICS POLICY AND LAW,"1,085",1.839,0.002250
5903,Journal of Plant Interactions,"1,027",1.839,0.001570
5903,MACROMOLECULAR THEORY AND SIMULATIONS,"1,157",1.839,0.001170
5903,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,"1,952",1.839,0.002980
5903,Science of Nature,508,1.839,0.002000
5909,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,"2,868",1.837,0.003050
5909,JOURNAL OF RECONSTRUCTIVE MICROSURGERY,"2,190",1.837,0.003300
5911,European Constitutional Law Review,406,1.836,0.000870
5911,Journal of Cognition and Development,"1,153",1.836,0.002020
5911,Journal of International Financial Markets Institutions & Money,"1,921",1.836,0.002950
5911,Journal of Maps,"1,267",1.836,0.002520
5911,Journal of Maps,"1,267",1.836,0.002520
5911,SOUTHERN CALIFORNIA LAW REVIEW,979,1.836,0.001170
5917,CLAYS AND CLAY MINERALS,"5,550",1.835,0.001220
5917,ELECTROMAGNETIC BIOLOGY AND MEDICINE,725,1.835,0.001040
5919,ACTA NEUROCHIRURGICA,"9,486",1.834,0.009160
5919,INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,"14,027",1.834,0.019180
5921,HealthCare-The Journal of Delivery Science and Innovation,394,1.833,0.002570
5921,International Journal on Semantic Web and Information Systems,311,1.833,0.000330
5921,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,"9,302",1.833,0.005680
5921,PEDOBIOLOGIA,"2,480",1.833,0.001200
5921,PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,"1,532",1.833,0.001960
5921,WORLD BANK RESEARCH OBSERVER,"1,360",1.833,0.001860
5927,Animals,"1,036",1.832,0.002710
5928,MECHANICS OF TIME-DEPENDENT MATERIALS,741,1.831,0.000930
5928,PATHOBIOLOGY,"1,043",1.831,0.001260
5928,Psychology of Religion and Spirituality,767,1.831,0.001470
5928,SOLVENT EXTRACTION AND ION EXCHANGE,"2,135",1.831,0.001040
5932,International Review of Research in Open and Distributed Learning,"2,188",1.830,0.001860
5932,Molecular & Cellular Toxicology,474,1.830,0.000880
5934,Canadian Journal of Emergency Medicine,"1,358",1.829,0.001850
5934,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,"4,709",1.829,0.004550
5934,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,"4,709",1.829,0.004550
5934,JOURNAL OF PROFESSIONAL NURSING,"1,586",1.829,0.001550
5934,JOURNAL OF PROFESSIONAL NURSING,"1,586",1.829,0.001550
5934,Journal of Brand Management,"2,200",1.829,0.000890
5934,Multisensory Research,310,1.829,0.001300
5934,Multisensory Research,310,1.829,0.001300
5942,Acta Metallurgica Sinica-English Letters,"1,616",1.828,0.002860
5942,Expert Review of Pharmacoeconomics & Outcomes Research,"1,645",1.828,0.003130
5942,Expert Review of Pharmacoeconomics & Outcomes Research,"1,645",1.828,0.003130
5942,JOURNAL OF HEALTH POPULATION AND NUTRITION,"1,861",1.828,0.002210
5942,REVIEWS ON ADVANCED MATERIALS SCIENCE,"1,657",1.828,0.001870
5947,JOURNAL OF APPLIED ENTOMOLOGY,"3,168",1.827,0.003260
5948,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,"3,121",1.826,0.003050
5948,JOURNAL OF ONCOLOGY PHARMACY PRACTICE,982,1.826,0.002000
5948,JOURNAL OF ORTHOPAEDIC TRAUMA,"8,529",1.826,0.009350
5948,MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,"5,015",1.826,0.005890
5952,Gastroenterology Research and Practice,"2,667",1.825,0.006500
5952,International Journal of Simulation Modelling,472,1.825,0.000820
5952,JOURNAL OF ARID ENVIRONMENTS,"8,753",1.825,0.005810
5952,Journal of Cultural Economics,802,1.825,0.000500
5952,LOCAL GOVERNMENT STUDIES,"1,072",1.825,0.001480
5957,Higher Education Research & Development,"2,809",1.824,0.002510
5957,INDUSTRIAL AND CORPORATE CHANGE,"3,912",1.824,0.002910
5957,OPTICAL FIBER TECHNOLOGY,"1,983",1.824,0.002950
5957,OPTIMIZATION AND ENGINEERING,839,1.824,0.001410
5957,Therapeutics and Clinical Risk Management,"2,823",1.824,0.005010
5962,Evolutionary Psychology,975,1.823,0.002070
5962,JOURNAL OF BIOSCIENCES,"2,658",1.823,0.002370
5964,CHEMICAL PHYSICS,"11,879",1.822,0.006490
5964,CLINICAL EEG AND NEUROSCIENCE,"1,018",1.822,0.001510
5964,International Journal of Information Security,645,1.822,0.000760
5967,INTERNATIONAL JOURNAL OF AUDIOLOGY,"3,598",1.821,0.004600
5967,INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,816,1.821,0.001430
5967,JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE,671,1.821,0.001440
5967,JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE,671,1.821,0.001440
5967,SWISS MEDICAL WEEKLY,"3,175",1.821,0.004780
5972,EVOLUTION & DEVELOPMENT,"1,822",1.820,0.001810
5972,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"4,004",1.820,0.004530
5972,MATERIALS TECHNOLOGY,"1,150",1.820,0.001580
5975,ADVANCES IN ATMOSPHERIC SCIENCES,"3,157",1.819,0.005680
5975,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"3,152",1.819,0.004280
5975,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"46,445",1.819,0.025940
5975,QUEST,"1,398",1.819,0.001070
5975,QUEST,"1,398",1.819,0.001070
5980,COMPTES RENDUS PALEVOL,"1,398",1.818,0.002090
5980,PHYSICAL BIOLOGY,"1,902",1.818,0.003890
5982,ANIMAL REPRODUCTION SCIENCE,"7,935",1.817,0.006040
5982,APPLIED ANIMAL BEHAVIOUR SCIENCE,"8,947",1.817,0.005560
5982,ELECTORAL STUDIES,"3,103",1.817,0.009550
5982,Global Health Action,"2,913",1.817,0.010110
5982,Global Health Action,"2,913",1.817,0.010110
5982,Minerva Endocrinologica,580,1.817,0.000810
5982,TRANSGENIC RESEARCH,"2,684",1.817,0.002920
5989,BMC Endocrine Disorders,"1,234",1.816,0.003470
5989,FINANCIAL ANALYSTS JOURNAL,"2,585",1.816,0.001510
5989,PSYCHOPATHOLOGY,"1,790",1.816,0.001850
5989,PSYCHOPATHOLOGY,"1,790",1.816,0.001850
5993,AGRICULTURAL AND FOREST ENTOMOLOGY,"1,403",1.815,0.001440
5993,Forensic Science Medicine and Pathology,973,1.815,0.001990
5993,International & Comparative Law Quarterly,"1,118",1.815,0.000760
5993,JOURNAL OF CHILD LANGUAGE,"3,103",1.815,0.002880
5993,PLANETARY AND SPACE SCIENCE,"7,776",1.815,0.009770
5993,SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,"1,238",1.815,0.001230
5999,GRASS AND FORAGE SCIENCE,"2,138",1.814,0.002080
5999,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,"1,228",1.814,0.000840
6001,CLINICAL ANATOMY,"3,726",1.813,0.003990
6001,Communications in Computational Physics,"2,519",1.813,0.006560
6001,JOURNAL OF MICROSCOPY,"6,891",1.813,0.004900
6001,Odontology,735,1.813,0.001270
6001,PSYCHIATRISCHE PRAXIS,807,1.813,0.000750
6001,Public Policy and Administration,473,1.813,0.000610
6007,Cultural Diversity & Ethnic Minority Psychology,"2,440",1.812,0.003580
6008,CURRENT NEUROVASCULAR RESEARCH,"1,044",1.811,0.001370
6008,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,"2,696",1.811,0.004340
6008,Journal of Latina-o Psychology,204,1.811,0.000770
6008,KINDHEIT UND ENTWICKLUNG,329,1.811,0.000260
6012,BULLETIN OF ENTOMOLOGICAL RESEARCH,"3,852",1.810,0.003070
6012,EUROPEAN JOURNAL OF ORAL SCIENCES,"3,570",1.810,0.002470
6012,European Journal of International Law,"1,901",1.810,0.002010
6012,JOURNAL OF MATHEMATICAL CHEMISTRY,"2,712",1.810,0.002040
6012,PHYSICA D-NONLINEAR PHENOMENA,"12,328",1.810,0.007500
6017,ENGINEERING OPTIMIZATION,"2,511",1.809,0.003000
6017,LEARNING AND INDIVIDUAL DIFFERENCES,"4,645",1.809,0.008730
6019,Carbon Letters,655,1.807,0.000820
6019,SPE RESERVOIR EVALUATION & ENGINEERING,"2,692",1.807,0.002390
6021,Eksploatacja i Niezawodnosc-Maintenance and Reliability,895,1.806,0.000920
6021,SOCIAL DEVELOPMENT,"3,064",1.806,0.002900
6021,Water Resources and Economics,191,1.806,0.000590
6021,Water Resources and Economics,191,1.806,0.000590
6025,AGRONOMY JOURNAL,"14,669",1.805,0.008060
6025,AIDS RESEARCH AND HUMAN RETROVIRUSES,"4,009",1.805,0.007780
6025,Journal of Public Policy,"1,036",1.805,0.001150
6025,LETTERS IN APPLIED MICROBIOLOGY,"7,954",1.805,0.004580
6025,OXIDATION OF METALS,"3,265",1.805,0.002800
6030,Educational Management Administration & Leadership,"1,136",1.804,0.000960
6030,JOURNAL OF TRAUMATIC STRESS,"7,592",1.804,0.007460
6032,Canadian Respiratory Journal,"1,421",1.803,0.002240
6032,Human Fertility,646,1.803,0.001050
6032,JOURNAL OF MICROBIOLOGICAL METHODS,"9,939",1.803,0.008350
6032,JOURNAL OF PROPULSION AND POWER,"6,538",1.803,0.005890
6036,ANTI-CANCER DRUGS,"3,599",1.801,0.003780
6037,Advances in Geophysics,562,1.800,0.000360
6037,CHEMICAL SPECIATION AND BIOAVAILABILITY,561,1.800,0.000550
6037,JOURNAL OF OCCUPATIONAL HEALTH,"3,087",1.800,0.002040
6037,Sustainable Computing-Informatics & Systems,307,1.800,0.000420
6037,VETERINARY DERMATOLOGY,"1,988",1.800,0.002390
6042,Research in Autism Spectrum Disorders,"3,161",1.799,0.005960
6042,TREES-STRUCTURE AND FUNCTION,"4,894",1.799,0.005160
6044,PARLIAMENTARY AFFAIRS,"1,049",1.798,0.002260
6044,Research in Transportation Economics,"1,325",1.798,0.002040
6044,Social Psychology of Education,"1,124",1.798,0.001510
6044,Teachers and Teaching,"1,521",1.798,0.001790
6048,DISASTERS,"2,274",1.797,0.001560
6048,Mental Health and Physical Activity,540,1.797,0.001020
6048,WORLD BANK ECONOMIC REVIEW,"2,586",1.797,0.002970
6051,Atmospheric Science Letters,"1,301",1.796,0.002990
6051,Botanical Studies,823,1.796,0.001520
6051,Journal of Development Effectiveness,503,1.796,0.001160
6051,Stata Journal,"4,097",1.796,0.006790
6051,Stata Journal,"4,097",1.796,0.006790
6056,Conservation & Society,959,1.795,0.001430
6056,ECS Journal of Solid State Science and Technology,"3,080",1.795,0.007330
6056,INORGANIC CHEMISTRY COMMUNICATIONS,"6,286",1.795,0.005300
6056,JOURNAL OF AGING AND PHYSICAL ACTIVITY,"1,752",1.795,0.002720
6056,JOURNAL OF AGING AND PHYSICAL ACTIVITY,"1,752",1.795,0.002720
6056,JOURNAL OF RISK AND INSURANCE,"1,751",1.795,0.002420
6056,Proteome Science,978,1.795,0.001090
6056,QUALITATIVE INQUIRY,"5,617",1.795,0.004680
6056,RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,616,1.795,0.001020
6056,STARCH-STARKE,"4,386",1.795,0.003320
6066,INTERNATIONAL JOURNAL OF DERMATOLOGY,"7,484",1.794,0.008380
6066,PATHOLOGY RESEARCH AND PRACTICE,"3,392",1.794,0.004580
6068,Attention Perception & Psychophysics,"3,744",1.793,0.011150
6068,Attention Perception & Psychophysics,"3,744",1.793,0.011150
6068,European Journal of Innovation Management,"1,313",1.793,0.000510
6071,AGROFORESTRY SYSTEMS,"3,784",1.792,0.002390
6071,Analysis and Mathematical Physics,226,1.792,0.000850
6071,BMC Veterinary Research,"4,665",1.792,0.012200
6071,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,"2,249",1.792,0.003290
6075,JOURNAL OF BEHAVIORAL DECISION MAKING,"2,676",1.791,0.004630
6075,MATHEMATICS AND MECHANICS OF SOLIDS,"1,167",1.791,0.002690
6075,REVIEW OF INTERNATIONAL STUDIES,"2,194",1.791,0.003030
6078,JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,"7,245",1.790,0.006570
6079,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,"5,475",1.789,0.008150
6079,PLANT ECOLOGY,"5,850",1.789,0.004380
6081,Analytical Cellular Pathology,408,1.788,0.000480
6081,BEHAVIOURAL PHARMACOLOGY,"2,627",1.788,0.002550
6081,MACHINE VISION AND APPLICATIONS,"2,038",1.788,0.003500
6081,Physical Review Accelerators and Beams,828,1.788,0.003700
6085,CLAY MINERALS,"3,081",1.787,0.001240
6085,Journal of Gastric Cancer,580,1.787,0.001430
6087,3 Biotech,"2,487",1.786,0.004540
6087,ARCHIVES OF ANIMAL NUTRITION,"1,172",1.786,0.001060
6087,HOUSING POLICY DEBATE,"1,311",1.786,0.001420
6087,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,"4,544",1.786,0.003360
6087,Journal of Electronic Commerce Research,831,1.786,0.000620
6092,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,"2,994",1.785,0.004550
6092,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,"2,994",1.785,0.004550
6092,Journal of Science Education and Technology,"1,731",1.785,0.001740
6092,Journal of Science Education and Technology,"1,731",1.785,0.001740
6092,MEDICAL ENGINEERING & PHYSICS,"6,363",1.785,0.007540
6092,RARE METALS,"1,869",1.785,0.002080
6098,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,"17,393",1.784,0.016900
6098,Journal of Earth Science,"1,207",1.784,0.002360
6100,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,"5,514",1.783,0.001710
6100,JOURNAL OF ATMOSPHERIC CHEMISTRY,"1,743",1.783,0.000740
6102,European Journal of Political Economy,"1,702",1.782,0.003650
6102,FOREIGN LANGUAGE ANNALS,"1,552",1.782,0.000730
6102,Games for Health Journal,643,1.782,0.001490
6102,JOURNAL OF MOLECULAR EVOLUTION,"7,623",1.782,0.002180
6102,JOURNAL OF MONEY CREDIT AND BANKING,"4,989",1.782,0.009430
6102,MOLECULAR SIMULATION,"2,942",1.782,0.004160
6108,European Journal of Trauma and Emergency Surgery,"1,087",1.781,0.002520
6108,JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,"14,128",1.781,0.012080
6108,OPHTHALMOLOGICA,"2,120",1.781,0.002330
6111,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,590,1.780,0.000660
6111,Hereditary Cancer in Clinical Practice,319,1.780,0.000730
6111,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,"4,327",1.780,0.007900
6111,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,"1,816",1.780,0.016790
6111,POLITICAL QUARTERLY,888,1.780,0.001450
6116,IET Communications,"3,101",1.779,0.004890
6116,International Journal of Precision Engineering and Manufacturing,"3,337",1.779,0.004910
6116,JOURNAL OF ECONOMIC ENTOMOLOGY,"13,721",1.779,0.009960
6116,SOCIOLOGICAL FORUM,"1,843",1.779,0.001910
6116,ZOOLOGY,"1,509",1.779,0.002120
6121,Extremes,649,1.778,0.003130
6121,Image Analysis & Stereology,348,1.778,0.000310
6123,AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,"6,073",1.777,0.004310
6123,HISTOLOGY AND HISTOPATHOLOGY,"4,244",1.777,0.003910
6125,Cardiovascular Engineering and Technology,447,1.776,0.000870
6125,Microscopy,470,1.776,0.001820
6127,BMC Surgery,"1,621",1.775,0.004050
6127,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,"6,075",1.775,0.005910
6127,JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,"1,168",1.775,0.000950
6127,JOURNAL OF TEACHING IN PHYSICAL EDUCATION,"1,413",1.775,0.000970
6127,JOURNAL OF TEACHING IN PHYSICAL EDUCATION,"1,413",1.775,0.000970
6132,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,"3,360",1.774,0.003850
6132,Journal of Sports Science and Medicine,"3,257",1.774,0.004200
6132,Quarterly Journal of Political Science,582,1.774,0.003590
6132,WATER AIR AND SOIL POLLUTION,"14,831",1.774,0.009860
6136,Brazilian Oral Research,"1,490",1.773,0.002240
6136,Chinese Journal of Natural Medicines,"1,551",1.773,0.002610
6136,JOURNAL OF HEALTH COMMUNICATION,"4,290",1.773,0.007670
6136,JOURNAL OF PUBLIC ECONOMICS,"11,146",1.773,0.020100
6136,Journal of Semantics,721,1.773,0.000780
6141,Asia-Pacific Journal of Atmospheric Sciences,662,1.772,0.001620
6141,Asian Pacific Journal of Tropical Medicine,"2,819",1.772,0.004650
6141,Journal of Interprofessional Care,"2,977",1.772,0.003770
6141,Journal of Interprofessional Care,"2,977",1.772,0.003770
6145,CLINICAL AND EXPERIMENTAL DERMATOLOGY,"4,870",1.771,0.004140
6145,International Review for the Sociology of Sport,"1,609",1.771,0.001780
6145,NEOPLASMA,"1,905",1.771,0.002450
6145,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,"1,207",1.771,0.001350
6149,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,824,1.770,0.001450
6150,APPLIED PHYSICS B-LASERS AND OPTICS,"10,250",1.769,0.009710
6150,Austral Entomology,387,1.769,0.000970
6150,INTERNATIONAL POLITICAL SCIENCE REVIEW,"1,321",1.769,0.002270
6150,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,"2,212",1.769,0.002310
6154,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,"1,600",1.768,0.001440
6154,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,"1,600",1.768,0.001440
6154,European Journal of Population-Revue Europeenne de Demographie,980,1.768,0.001610
6154,Journal of School Nursing,830,1.768,0.001220
6154,Journal of School Nursing,830,1.768,0.001220
6159,INTERNAL MEDICINE JOURNAL,"3,729",1.767,0.006940
6159,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,831,1.767,0.001070
6159,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,"2,047",1.767,0.002910
6159,Yale Journal on Regulation,390,1.767,0.000380
6163,JOURNAL OF SURVEYING ENGINEERING,658,1.766,0.000620
6163,RUBBER CHEMISTRY AND TECHNOLOGY,"3,037",1.766,0.000630
6165,CARDIOVASCULAR PATHOLOGY,"1,830",1.765,0.003290
6165,Compare-A Journal of Comparative and International Education,944,1.765,0.001460
6165,NORWEGIAN JOURNAL OF GEOLOGY,"1,165",1.765,0.000670
6165,SOCIAL SCIENCE RESEARCH,"4,754",1.765,0.009240
6169,Electronics,975,1.764,0.001890
6169,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,906,1.764,0.001040
6169,REAL ESTATE ECONOMICS,"1,380",1.764,0.002350
6172,JOURNAL OF CHEMICAL EDUCATION,"12,588",1.763,0.005320
6172,JOURNAL OF LEGAL STUDIES,"1,802",1.763,0.002450
6172,Journal of Geriatric Cardiology,917,1.763,0.002450
6172,Review of International Organizations,545,1.763,0.002250
6172,Ships and Offshore Structures,902,1.763,0.001180
6172,Thoracic Surgery Clinics,917,1.763,0.001610
6178,Journal of Infrared Millimeter and Terahertz Waves,"1,756",1.762,0.003430
6178,KNEE,"4,176",1.762,0.007630
6180,Journal of Forest Economics,783,1.761,0.001040
6180,Journal of Forest Economics,783,1.761,0.001040
6180,SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,"5,128",1.761,0.004670
6180,SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,"5,128",1.761,0.004670
6184,APPLIED PSYCHOLINGUISTICS,"2,532",1.760,0.002740
6184,EXPERIMENTAL AND APPLIED ACAROLOGY,"3,533",1.760,0.003480
6184,JOURNAL OF BASIC MICROBIOLOGY,"2,694",1.760,0.003480
6184,PEDIATRIC DRUGS,"1,118",1.760,0.001860
6188,JOURNAL OF DIFFERENTIAL GEOMETRY,"4,484",1.759,0.008290
6188,TRIBOLOGY TRANSACTIONS,"3,563",1.759,0.003020
6188,YONSEI MEDICAL JOURNAL,"3,725",1.759,0.005790
6191,ADMINISTRATIVE LAW REVIEW,796,1.758,0.000590
6191,CONTINUUM MECHANICS AND THERMODYNAMICS,"1,259",1.758,0.002250
6191,MACROMOLECULAR RESEARCH,"2,862",1.758,0.002930
6191,Transnational Environmental Law,210,1.758,0.000350
6195,JOURNAL OF CLINICAL NURSING,"10,922",1.757,0.012280
6195,JOURNAL OF CLINICAL NURSING,"10,922",1.757,0.012280
6195,Postepy Dermatologii i Alergologii,722,1.757,0.001720
6198,BRAIN & DEVELOPMENT,"3,930",1.756,0.004940
6198,Migration Studies,291,1.756,0.001700
6200,BIOMETRICS,"21,431",1.755,0.012350
6200,JOURNAL OF COMPOSITE MATERIALS,"9,727",1.755,0.007130
6200,JOURNAL OF QUALITY TECHNOLOGY,"2,510",1.755,0.001650
6203,IET Signal Processing,"1,332",1.754,0.002340
6203,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,"7,621",1.754,0.004510
6203,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,"7,621",1.754,0.004510
6203,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,"2,279",1.754,0.002560
6207,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,"5,533",1.753,0.005230
6208,JOURNAL OF APICULTURAL RESEARCH,"2,248",1.752,0.002640
6208,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART B-JOURNAL OF ENGINEERING MANUFACTURE,"4,536",1.752,0.003810
6210,Clinical Respiratory Journal,"1,300",1.751,0.002610
6210,RESEARCH IN VETERINARY SCIENCE,"6,187",1.751,0.007070
6212,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,"8,038",1.750,0.015250
6212,Economics of Transportation,207,1.750,0.000920
6212,Feminist Criminology,520,1.750,0.000610
6212,INTERNATIONAL JOURNAL OF HEALTH SERVICES,"1,471",1.750,0.001600
